cust_id,loan,utility,finance,shopping,other
554,0.0,0.0,0.0,0.9230769230769231,0.07692307692307693
555,0.0,0.0,0.0,1.0,0.0
559,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.4444444444444444
560,0.0,0.1,0.8,0.1,0.0
563,1.0,0.0,0.0,0.0,0.0
565,0.0,0.0,1.0,0.0,0.0
566,0.0,1.0,0.0,0.0,0.0
567,0.034482758620689655,0.0,0.7586206896551724,0.1724137931034483,0.034482758620689655
574,0.2727272727272727,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182
575,0.0,0.0,0.0,1.0,0.0
576,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
578,1.0,0.0,0.0,0.0,0.0
582,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
594,1.0,0.0,0.0,0.0,0.0
595,0.17647058823529413,0.0,0.8235294117647058,0.0,0.0
598,0.0,1.0,0.0,0.0,0.0
603,0.0,0.0,0.9,0.1,0.0
604,1.0,0.0,0.0,0.0,0.0
605,0.0,0.5,0.5,0.0,0.0
607,0.0,1.0,0.0,0.0,0.0
608,0.3,0.3,0.2,0.2,0.0
609,0.0,0.0,0.0,0.5,0.5
610,0.0,0.0,1.0,0.0,0.0
612,0.0,1.0,0.0,0.0,0.0
613,0.25,0.75,0.0,0.0,0.0
615,1.0,0.0,0.0,0.0,0.0
616,0.02564102564102564,0.0,0.9743589743589743,0.0,0.0
617,0.0,0.0,1.0,0.0,0.0
621,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
625,0.0,0.625,0.125,0.0,0.25
629,0.0,0.0,0.0,0.0,1.0
630,0.8,0.0,0.0,0.2,0.0
631,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091
635,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333
636,0.75,0.25,0.0,0.0,0.0
639,0.0,0.0,0.0,1.0,0.0
640,0.0,0.25,0.5,0.0,0.25
641,0.0,0.0,1.0,0.0,0.0
646,1.0,0.0,0.0,0.0,0.0
649,1.0,0.0,0.0,0.0,0.0
652,0.3,0.2,0.3,0.2,0.0
659,0.0,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556
661,0.5,0.5,0.0,0.0,0.0
662,1.0,0.0,0.0,0.0,0.0
664,0.0,1.0,0.0,0.0,0.0
667,0.0,0.0,0.5573770491803278,0.4426229508196721,0.0
669,0.25,0.0,0.25,0.25,0.25
670,1.0,0.0,0.0,0.0,0.0
671,0.0,0.0,0.5,0.25,0.25
673,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
674,0.0,0.0,0.0,1.0,0.0
675,1.0,0.0,0.0,0.0,0.0
677,1.0,0.0,0.0,0.0,0.0
678,0.5882352941176471,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0
679,0.0,1.0,0.0,0.0,0.0
680,0.0,0.015873015873015872,0.42857142857142855,0.1746031746031746,0.38095238095238093
681,0.0,1.0,0.0,0.0,0.0
684,0.21428571428571427,0.0,0.6428571428571429,0.14285714285714285,0.0
686,1.0,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,1.0,0.0
691,1.0,0.0,0.0,0.0,0.0
692,0.0,0.0,0.0,0.0,1.0
695,0.0,1.0,0.0,0.0,0.0
696,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
697,0.0,0.0,0.0,0.0,1.0
698,0.0,0.0,0.9545454545454546,0.0,0.045454545454545456
702,0.0,0.0,0.3,0.0,0.7
703,0.0,0.0,0.5,0.5,0.0
705,0.0,0.0,0.0,0.6,0.4
707,1.0,0.0,0.0,0.0,0.0
712,0.0,1.0,0.0,0.0,0.0
716,0.0,0.75,0.0,0.25,0.0
722,0.75,0.0,0.25,0.0,0.0
723,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667
724,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
728,1.0,0.0,0.0,0.0,0.0
729,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
732,0.0,0.0,1.0,0.0,0.0
736,0.0,1.0,0.0,0.0,0.0
737,0.0,0.0,0.9696969696969697,0.0,0.030303030303030304
738,0.0,0.25,0.25,0.25,0.25
740,0.058823529411764705,0.17647058823529413,0.47058823529411764,0.058823529411764705,0.23529411764705882
742,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285
743,0.0,0.0,0.0,0.0,1.0
746,0.0,1.0,0.0,0.0,0.0
750,0.0,0.0,1.0,0.0,0.0
753,0.0,0.0,0.5,0.5,0.0
755,0.2,0.4,0.2,0.2,0.0
756,0.0,0.0,1.0,0.0,0.0
760,1.0,0.0,0.0,0.0,0.0
761,0.0,0.0,0.0,0.0,1.0
764,0.0,0.0,0.25,0.25,0.5
765,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
767,0.0,0.5,0.5,0.0,0.0
769,0.0,0.017857142857142856,0.7678571428571429,0.17857142857142858,0.03571428571428571
770,0.0,0.0,0.0,1.0,0.0
771,0.0,0.0,1.0,0.0,0.0
773,0.0,0.0,0.0,0.0,1.0
775,0.0,0.75,0.125,0.125,0.0
776,0.0,0.5,0.0,0.0,0.5
780,0.5,0.0,0.0,0.0,0.5
782,0.0,0.125,0.375,0.0,0.5
785,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
787,0.0,0.0,0.0,1.0,0.0
789,0.0,0.5,0.0,0.0,0.5
790,1.0,0.0,0.0,0.0,0.0
792,0.0,0.0,0.8,0.0,0.2
795,1.0,0.0,0.0,0.0,0.0
797,1.0,0.0,0.0,0.0,0.0
800,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
804,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
808,0.0,0.0,0.0,0.0,1.0
810,0.0,0.0,0.0,0.0,1.0
811,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
813,0.0,0.0,0.5,0.5,0.0
814,0.3,0.0,0.1,0.0,0.6
816,0.2,0.0,0.0,0.0,0.8
817,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666
831,0.1,0.4,0.5,0.0,0.0
833,0.0,0.4,0.0,0.2,0.4
834,0.1,0.0,0.55,0.35,0.0
836,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
837,0.19047619047619047,0.09523809523809523,0.2857142857142857,0.3333333333333333,0.09523809523809523
838,0.045454545454545456,0.13636363636363635,0.7727272727272727,0.0,0.045454545454545456
841,0.2,0.2,0.0,0.0,0.6
844,0.0,0.15384615384615385,0.5384615384615384,0.0,0.3076923076923077
847,0.0,0.0,0.0,0.0,1.0
848,0.18181818181818182,0.0,0.45454545454545453,0.18181818181818182,0.18181818181818182
851,0.25,0.4166666666666667,0.25,0.08333333333333333,0.0
856,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0
857,0.0,0.05,0.175,0.2,0.575
859,0.3,0.4,0.0,0.0,0.3
860,0.0,0.0,0.0,0.0,1.0
861,1.0,0.0,0.0,0.0,0.0
863,0.5714285714285714,0.14285714285714285,0.0,0.0,0.2857142857142857
864,1.0,0.0,0.0,0.0,0.0
867,0.3,0.0,0.3,0.3,0.1
868,1.0,0.0,0.0,0.0,0.0
869,0.0,0.0,0.0,1.0,0.0
870,0.5,0.0,0.5,0.0,0.0
871,0.0,1.0,0.0,0.0,0.0
872,0.25,0.75,0.0,0.0,0.0
873,0.0,0.0,0.2,0.0,0.8
874,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.18181818181818182
877,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
878,1.0,0.0,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0,1.0
882,0.045454545454545456,0.0,0.6363636363636364,0.3181818181818182,0.0
883,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
887,1.0,0.0,0.0,0.0,0.0
889,0.0,1.0,0.0,0.0,0.0
890,0.0,1.0,0.0,0.0,0.0
891,1.0,0.0,0.0,0.0,0.0
892,0.0,0.0,1.0,0.0,0.0
894,0.16666666666666666,0.08333333333333333,0.5,0.16666666666666666,0.08333333333333333
895,1.0,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.5,0.5
900,0.0,0.0,1.0,0.0,0.0
901,0.0,0.0,0.0,0.75,0.25
902,1.0,0.0,0.0,0.0,0.0
907,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.2
908,0.5,0.5,0.0,0.0,0.0
911,1.0,0.0,0.0,0.0,0.0
913,0.0,0.0,0.0,0.0,1.0
915,0.0,0.0,0.0,1.0,0.0
917,0.0,0.0,0.5,0.0,0.5
919,1.0,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0,1.0
924,0.0,0.0,0.6060606060606061,0.30303030303030304,0.09090909090909091
926,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0
931,0.0,0.0,0.0,0.0,1.0
936,0.11764705882352941,0.0,0.058823529411764705,0.0,0.8235294117647058
937,0.0,0.0,0.5,0.0,0.5
940,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
942,0.0,0.0,0.6086956521739131,0.043478260869565216,0.34782608695652173
943,0.0,0.0,0.0,0.8,0.2
944,0.5,0.5,0.0,0.0,0.0
946,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
951,1.0,0.0,0.0,0.0,0.0
954,0.0,1.0,0.0,0.0,0.0
956,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.0,0.0
957,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
959,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
963,0.0,1.0,0.0,0.0,0.0
965,0.0,0.0,0.0,0.0,1.0
966,0.0,0.0,1.0,0.0,0.0
969,0.21428571428571427,0.42857142857142855,0.07142857142857142,0.0,0.2857142857142857
970,0.0,0.0,1.0,0.0,0.0
972,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
975,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
978,0.0,1.0,0.0,0.0,0.0
980,0.0,0.5,0.5,0.0,0.0
981,0.0,0.0,0.0,0.5,0.5
983,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.07692307692307693
984,0.0,0.45454545454545453,0.0,0.36363636363636365,0.18181818181818182
985,1.0,0.0,0.0,0.0,0.0
987,0.0,1.0,0.0,0.0,0.0
989,0.0,0.0,0.5,0.0,0.5
992,0.0,1.0,0.0,0.0,0.0
994,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
999,0.0,1.0,0.0,0.0,0.0
1001,1.0,0.0,0.0,0.0,0.0
1004,0.038461538461538464,0.46153846153846156,0.0,0.07692307692307693,0.4230769230769231
1009,0.0,0.0,0.5,0.5,0.0
1011,0.0,0.0,0.5,0.5,0.0
1013,0.03225806451612903,0.0,0.9354838709677419,0.0,0.03225806451612903
1015,0.4,0.4,0.0,0.2,0.0
1016,0.0,0.0,0.0,1.0,0.0
1018,0.0,0.0,0.875,0.0,0.125
1024,0.6,0.2,0.0,0.0,0.2
1026,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888
1028,0.0,0.0,0.0,1.0,0.0
1029,0.0,0.0,0.75,0.25,0.0
1030,0.0,0.0,1.0,0.0,0.0
1033,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0
1034,0.08333333333333333,0.25,0.0,0.5833333333333334,0.08333333333333333
1035,0.0,1.0,0.0,0.0,0.0
1036,0.0,0.125,0.0,0.375,0.5
1037,0.0,0.0,0.0,0.0,1.0
1038,0.0,0.025,0.85,0.1,0.025
1039,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
1042,0.0,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143
1043,0.2,0.4,0.2,0.0,0.2
1047,0.0,0.0,0.5217391304347826,0.391304347826087,0.08695652173913043
1049,0.0,0.0,0.5925925925925926,0.3333333333333333,0.07407407407407407
1051,0.4,0.0,0.4,0.2,0.0
1052,0.0,0.06060606060606061,0.5757575757575758,0.36363636363636365,0.0
1054,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0
1056,0.0,0.0,0.5,0.0,0.5
1057,0.48148148148148145,0.1111111111111111,0.037037037037037035,0.0,0.37037037037037035
1063,0.0,0.0,0.0,0.0,1.0
1065,0.0,0.0,1.0,0.0,0.0
1066,0.4,0.0,0.3,0.3,0.0
1067,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855
1068,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0
1070,0.0,0.0,1.0,0.0,0.0
1071,0.0,1.0,0.0,0.0,0.0
1072,0.5714285714285714,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0
1074,0.0,0.0,0.0,0.0,1.0
1075,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
1081,1.0,0.0,0.0,0.0,0.0
1082,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
1083,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334
1084,0.19047619047619047,0.0,0.47619047619047616,0.14285714285714285,0.19047619047619047
1085,0.0,0.0,0.0,0.0,1.0
1086,0.0,0.0,1.0,0.0,0.0
1087,0.3,0.3,0.0,0.0,0.4
1089,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1090,0.2,0.0,0.1,0.0,0.7
1095,0.0,0.0,0.0,0.0,1.0
1100,1.0,0.0,0.0,0.0,0.0
1101,0.6363636363636364,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182
1102,0.0,0.04,0.12,0.0,0.84
1103,0.0,0.0,1.0,0.0,0.0
1105,1.0,0.0,0.0,0.0,0.0
1106,0.75,0.0,0.25,0.0,0.0
1108,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1109,1.0,0.0,0.0,0.0,0.0
1117,0.0,0.0,1.0,0.0,0.0
1118,0.0,1.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,1.0,0.0
1124,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.5714285714285714
1126,0.0,1.0,0.0,0.0,0.0
1128,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
1130,0.0,0.0,0.0,0.0,1.0
1131,0.0,1.0,0.0,0.0,0.0
1132,0.0,0.0,1.0,0.0,0.0
1133,0.0,0.0,0.5,0.5,0.0
1134,0.0,0.75,0.0,0.1875,0.0625
1135,0.0,0.0,1.0,0.0,0.0
1136,0.15789473684210525,0.0,0.0,0.0,0.8421052631578947
1137,0.0,0.3,0.1,0.5,0.1
1138,0.0,0.0,0.0,0.0,1.0
1139,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
