epoch,step,min,max,mean,std
1,10000,-0.5989800691604614,0.24488598108291626,-0.002301344182342291,0.05885906144976616
2,20000,-0.29312434792518616,0.24501930177211761,0.0005404202383942902,0.025310920551419258
3,30000,-0.2408614158630371,0.19646748900413513,-3.109555836999789e-05,0.020775876939296722
4,40000,-0.1639460325241089,0.17588762938976288,3.666365591925569e-05,0.01220955140888691
5,50000,-0.11080439388751984,0.09342481940984726,-8.621243614470586e-05,0.008012756705284119
6,60000,-0.2814141511917114,0.12751764059066772,-8.673993579577655e-05,0.010499552823603153
7,70000,-0.1751958429813385,0.11793185025453568,-0.00012232785229571164,0.008997517637908459
8,80000,-0.2523837387561798,0.17957301437854767,0.00011072501365561038,0.011679335497319698
9,90000,-0.13788139820098877,0.1687127947807312,-0.00011837427882710472,0.009584406390786171
10,100000,-0.3712240755558014,0.0871402770280838,-1.925696778926067e-05,0.010818141512572765
11,110000,-0.07967060059309006,0.12317532300949097,4.600933607434854e-05,0.005203775130212307
12,120000,-0.18263080716133118,0.14865626394748688,5.897995833947789e-06,0.007895125076174736
13,130000,-0.3157331347465515,0.1309221088886261,3.0091079679550603e-05,0.012011517770588398
14,140000,-0.14019325375556946,0.08470464497804642,1.5780882677063346e-05,0.007273816037923098
15,150000,-0.1222309023141861,0.09862048178911209,-1.478581725677941e-05,0.006756391376256943
16,160000,-0.08958206325769424,0.0858505517244339,2.2904496290721e-06,0.004836662672460079
17,170000,-0.153006911277771,0.08931843191385269,-4.15336326113902e-05,0.007599651347845793
18,180000,-0.27614742517471313,0.17980065941810608,-1.753321885189507e-05,0.010808444581925869
19,190000,-0.13297021389007568,0.13368453085422516,8.517117385054007e-05,0.007870952598750591
20,200000,-0.2691513001918793,0.20018881559371948,0.0001322923635598272,0.010465248487889767
