1,10000,2.339893807005882
2,20000,2.335150015568733
3,30000,2.332854199695587
4,40000,2.3316220396280287
5,50000,2.330945362973213
6,60000,2.330659297299385
7,70000,2.3308229905605318
8,80000,2.3307105714082716
9,90000,2.330565261340141
10,100000,2.3304966244220733
11,110000,2.3301796788215636
12,120000,2.3307868698835374
13,130000,2.3304292461872103
14,140000,2.3303913208723066
15,150000,2.3305259916305543
16,160000,2.330467325758934
17,170000,2.3307931388616563
18,180000,2.3305046326875685
19,190000,2.330210836338997
20,200000,2.3304345656871797
