Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
1.0,0.0,Female,bachelor's degree,married,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,11846.54,70.0,2.69,1.0,6.0,26.0,1.0,4.0,44.0,1.0,4.0,213070.0,241234.75,40,Central,Corporate Employee,2282,2282,0.1,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.05,0.0
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.18,164.0,5.66,1.0,11.0,56.0,1.0,5.0,108.0,1.0,9.0,103128.0,113270.0,42,Central,Entrepreneur,737,737,0.0,0.0,0.9696969696969696,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9000.69,55.0,3.06,1.0,8.0,9.0,1.0,2.0,46.0,1.0,6.0,15433.0,16961.0,31,Southern,Student,3418,3418,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0
1.0,1.0,Male,bachelor's degree,married,5.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,245.18,34.0,2.0,1.0,4.0,14.0,1.0,2.0,20.0,1.0,2.0,40900.0,41606.0,52,Central,Corporate Employee,1781,1781,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - registered,11.0,8.0,10.0,3.0,5.0,1.0,0.0,3.0,224275.37,38.0,2.24,1.0,9.0,12.0,1.0,3.0,26.0,1.0,7.0,428982.51,363477.2,53,Central,Corporate Employee,3419,3419,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31,Central,Corporate Employee,1906,1906,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,8338.25,53.0,2.65,1.0,6.0,10.0,1.0,2.0,43.0,1.0,5.0,39161.25,36241.97,37,Northern,Corporate Employee,1992,1992,0.2727272727272727,0.0,0.3636363636363636,0.2727272727272727,0.0,0.0909090909090909,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45,Central,Freelancer,1158,1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,Male,high school,single,6.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,145245.85,14.0,1.4,1.0,3.0,4.0,1.0,2.0,10.0,1.0,2.0,216700.0,74920.0,49,Eastern,Entrepreneur,965,965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,divorce,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,60,Northern,Unemployed,691,691,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,high school,married,7.0,7.0,2.0,1.0,4.0,0.0,0.0,1.0,3453.88,36.0,2.4,1.0,5.0,28.0,1.0,4.0,8.0,1.0,2.0,16830.0,15937.0,52,Northern,Entrepreneur,3705,3705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,4096.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4000.0,0.0,45,Central,Corporate Employee,4160,4160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45,Southern,Corporate Employee,3976,3976,0.375,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,Male,vocational certificate/ diploma,married,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,7.59,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4000.0,4000.0,60,Southern,Entrepreneur,1930,1930,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3528.18,136.0,4.39,1.0,16.0,21.0,1.0,3.0,115.0,1.0,14.0,56820.0,60548.46,27,Central,Student,2488,2488,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0
0.0,1.0,Male,bachelor's degree,divorce,10.0,9.0,6.0,2.0,3.0,1.0,0.0,1.0,37.55,75.0,3.26,1.0,9.0,33.0,1.0,4.0,42.0,1.0,6.0,76016.66,76119.32,38,Central,Corporate Employee,1043,1043,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,4.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,2151.19,62.0,2.38,1.0,7.0,16.0,1.0,2.0,46.0,1.0,5.0,13239.5,11960.0,28,Central,Corporate Employee,2888,2888,0.2,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1,0.0
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,5305.15,54.0,2.57,1.0,7.0,19.0,1.0,7.0,35.0,1.0,5.0,24419.42,25757.43,22,Northern,Student,2219,2219,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Female,high school,married,9.0,8.0,4.0,1.0,6.0,1.0,0.0,2.0,350.57,58.0,2.9,1.0,7.0,28.0,1.0,5.0,30.0,1.0,5.0,18029.0,18262.0,48,Central,Entrepreneur,2979,2979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26,Central,Student,1955,1955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,married - registered,10.0,8.0,11.0,3.0,5.0,1.0,1.0,4.0,1116.57,486.0,15.68,4.0,39.0,126.0,1.0,7.0,360.0,3.0,33.0,563482.12,564258.06,50,Central,Entrepreneur,3356,3356,0.0285714285714285,0.1142857142857142,0.0,0.0285714285714285,0.0,0.0,0.0857142857142857,0.0571428571428571,0.6857142857142857,0.0
0.0,0.0,Male,high school,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1299.48,369.0,12.72,1.0,23.0,298.0,6.0,17.0,71.0,1.0,6.0,111073.2,115513.0,22,Southern,Entrepreneur,184,184,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,master's degree,married,4.0,4.0,1.0,2.0,2.0,2.0,0.0,1.0,549031.47,25.0,1.79,1.0,4.0,11.0,1.0,2.0,14.0,1.0,2.0,738095.37,429047.31,43,Central,Corporate Employee,1831,1831,0.5714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
0.0,Unknown,Male,bachelor's degree,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,67,Central,Corporate Employee,3906,3906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,5.0,5.0,2.0,0.0,4.0,1.0,0.0,2.0,13042.45,45.0,2.37,1.0,9.0,13.0,1.0,3.0,32.0,1.0,6.0,52511.13,49322.64,38,Northern,Corporate Employee,487,487,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,bachelor's degree,single,6.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,50.0,4.17,1.0,11.0,24.0,1.0,8.0,26.0,1.0,5.0,28009.62,28009.62,28,Central,Corporate Employee,2644,2644,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Central,Freelancer,2881,2881,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate/ diploma,married - registered,8.0,7.0,2.0,2.0,6.0,1.0,0.0,2.0,317.37,262.0,8.45,3.0,20.0,149.0,1.0,16.0,113.0,1.0,13.0,895214.0,903733.01,45,Central,Entrepreneur,2079,2079,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
0.0,0.0,Male,high school,single,6.0,6.0,1.0,4.0,4.0,1.0,0.0,1.0,15983.96,69.0,2.38,1.0,10.0,12.0,1.0,2.0,57.0,1.0,8.0,52107.85,53394.0,33,Eastern,Corporate Employee,2418,2418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,single,6.0,5.0,3.0,0.0,4.0,0.0,0.0,1.0,106817.14,47.0,2.24,1.0,7.0,11.0,1.0,3.0,36.0,1.0,5.0,165505.0,154914.67,41,Central,Entrepreneur,1616,1616,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,others,single,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,16.01,29.0,2.07,1.0,6.0,7.0,1.0,2.0,22.0,1.0,5.0,26955.88,36952.39,48,Central,Corporate Employee,4272,4272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,high school,married,4.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,3012.93,52.0,2.6,1.0,5.0,17.0,1.0,2.0,35.0,1.0,4.0,59350.0,62658.0,33,Central,Entrepreneur,1566,1566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,32202.32,21.0,1.5,1.0,3.0,2.0,2.0,2.0,19.0,1.0,3.0,15555.0,6673.93,29,Central,Corporate Employee,1703,1703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,Female,vocational certificate/ diploma,married,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,20100.32,37.0,2.06,1.0,4.0,1.0,1.0,1.0,36.0,1.0,4.0,5000.0,26880.0,54,Western,Entrepreneur,2096,2096,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,doctorate's degree,single,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,59008.21,31.0,1.82,1.0,6.0,5.0,1.0,3.0,26.0,1.0,4.0,78429.22,58474.22,45,Northeastern,Professional,2277,2277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19,Northeastern,Student,3433,3433,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,Northeastern,Entrepreneur,4256,4256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,married - registered,8.0,7.0,4.0,3.0,5.0,1.0,0.0,2.0,992.31,33.0,2.2,1.0,3.0,7.0,1.0,1.0,26.0,1.0,3.0,28340.0,28841.72,41,Central,Corporate Employee,1583,1583,0.25,0.0,0.5,0.125,0.0,0.0,0.125,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,186.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Eastern,Entrepreneur,3469,3469,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,divorce,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,27,Southern,Freelancer,1367,1367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,Male,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,4359.91,55.0,2.75,1.0,6.0,13.0,1.0,2.0,42.0,1.0,5.0,67906.34,91705.06,26,Eastern,Student,1968,1968,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,420.66,8.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,130000.0,130599.0,53,Central,Entrepreneur,1422,1422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3835.19,26.0,2.0,1.0,5.0,7.0,1.0,1.0,19.0,1.0,4.0,5260.0,21125.43,25,Northeastern,Corporate Employee,970,970,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31,Central,Student,2440,2440,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,39,Central,Corporate Employee,1085,1085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20,Central,Student,3653,3653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Male,vocational certificate/ diploma,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6359.84,17.0,1.31,1.0,3.0,3.0,1.0,1.0,14.0,1.0,3.0,14695.0,20610.0,42,Northeastern,Corporate Employee,3709,3709,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44,Central,Freelancer,3931,3931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,100.84,49.0,2.04,1.0,5.0,21.0,1.0,3.0,28.0,1.0,3.0,20420.0,20620.63,25,Northeastern,Student,359,359,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26,Central,Student,3277,3277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,5.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,39103.81,618.0,20.6,1.0,119.0,529.0,1.0,118.0,89.0,1.0,7.0,176449.0,163460.55,36,Central,Entrepreneur,1611,1611,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,1.0,28.14,23.0,2.56,1.0,4.0,5.0,1.0,1.0,18.0,1.0,3.0,4946.95,5939.26,26,Northern,Entrepreneur,4002,4002,0.0,0.0,0.8695652173913043,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,3439.7,26.0,1.86,1.0,4.0,5.0,1.0,2.0,21.0,1.0,3.0,38238.0,35924.0,23,Eastern,Corporate Employee,1724,1724,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,22460.04,15.0,1.5,1.0,5.0,3.0,1.0,1.0,12.0,1.0,5.0,22438.0,22106.41,31,Central,Student,3825,3825,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22,Central,Corporate Employee,416,416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,married - registered,5.0,5.0,1.0,1.0,4.0,1.0,0.0,1.0,8329.84,43.0,2.87,1.0,6.0,10.0,1.0,2.0,33.0,1.0,5.0,34715.0,36706.35,46,Central,Freelancer,354,354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26,Central,Student,3067,3067,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,1.0,Male,high school,married,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,85275.03,30.0,2.0,1.0,5.0,5.0,1.0,1.0,25.0,1.0,5.0,53060.0,72342.0,58,Central,Entrepreneur,2925,2925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,5.0,5.0,4.0,0.0,5.0,1.0,0.0,3.0,18860.42,77.0,2.85,1.0,6.0,68.0,1.0,6.0,9.0,1.0,2.0,12550.0,21256.6,61,Eastern,Corporate Employee,2874,2874,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,master's degree,married,8.0,8.0,9.0,2.0,3.0,1.0,0.0,7.0,53036.38,140.0,5.38,1.0,22.0,47.0,1.0,10.0,93.0,1.0,12.0,665132.0,680397.92,61,Central,Homemaker,2252,2252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,8.0,8.0,4.0,2.0,4.0,2.0,0.0,1.0,1008.86,166.0,6.15,1.0,11.0,43.0,1.0,5.0,123.0,1.0,9.0,170506.86,166504.29,49,Eastern,Corporate Employee,3478,3478,0.375,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,bachelor's degree,married - registered,6.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,3423.34,103.0,3.68,1.0,12.0,20.0,1.0,5.0,83.0,1.0,10.0,72495.0,69113.58,28,Central,Corporate Employee,4338,4338,0.1111111111111111,0.0,0.6666666666666666,0.1481481481481481,0.0,0.0,0.037037037037037,0.0,0.0,0.037037037037037
0.0,0.0,Male,others,single,6.0,6.0,1.0,1.0,4.0,1.0,0.0,1.0,1717.74,39.0,1.77,1.0,4.0,30.0,1.0,4.0,9.0,1.0,2.0,4962.0,10769.0,41,Northeastern,Entrepreneur,109,109,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,Male,bachelor's degree,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,207.34,9.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,15170.0,51,Central,Entrepreneur,913,913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,4.0,1.0,0.0,1.0,22734.96,34.0,1.79,1.0,5.0,9.0,1.0,3.0,25.0,1.0,4.0,30470.0,11750.0,47,Central,Corporate Employee,3082,3082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,18683.03,54.0,2.84,1.0,6.0,8.0,1.0,2.0,46.0,1.0,5.0,28952.0,36579.0,28,Central,Corporate Employee,3946,3946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,11.0,1.38,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2800.0,12801.92,24,Central,Other,59,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32,Central,Student,77,77,0.0,0.0,0.7391304347826086,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,6.0,5.0,3.0,0.0,5.0,1.0,0.0,3.0,348297.49,413.0,13.32,1.0,43.0,118.0,1.0,12.0,295.0,1.0,35.0,1243117.68,1555599.8,45,Southern,Entrepreneur,369,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
1.0,0.0,Male,bachelor's degree,divorce,9.0,8.0,5.0,2.0,5.0,1.0,0.0,2.0,165841.95,91.0,3.03,1.0,6.0,9.0,1.0,2.0,82.0,1.0,5.0,122366.73,159399.0,48,Southern,Corporate Employee,1729,1729,0.1666666666666666,0.0,0.0833333333333333,0.1666666666666666,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,vocational certificate/ diploma,married - registered,5.0,5.0,1.0,1.0,5.0,1.0,0.0,1.0,95627.41,127.0,4.1,1.0,12.0,28.0,1.0,5.0,99.0,1.0,10.0,1014068.0,947369.25,37,Southern,Entrepreneur,2849,2849,0.0,0.5384615384615384,0.3846153846153846,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0
3.0,1.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48,Central,Freelancer,2771,2771,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married - non registered,9.0,5.0,11.0,6.0,1.0,1.0,0.0,6.0,2727257.87,11.0,1.22,1.0,2.0,7.0,1.0,1.0,4.0,1.0,2.0,1441067.0,74033.28,45,Central,Agriculture/Trade,911,911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Female,less than high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33,Western,Homemaker,1147,1147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,married - registered,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,6759.95,31.0,1.94,1.0,5.0,8.0,1.0,3.0,23.0,1.0,4.0,142022.0,138625.35,58,Central,Entrepreneur,2637,2637,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,married - registered,9.0,9.0,7.0,1.0,5.0,1.0,0.0,1.0,417.74,13.0,4.33,1.0,8.0,9.0,2.0,7.0,4.0,1.0,2.0,19600.0,19500.0,38,Central,Corporate Employee,2145,2145,0.0909090909090909,0.0,0.4545454545454545,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,Female,others,married - registered,6.0,6.0,1.0,0.0,7.0,1.0,0.0,1.0,0.1,99.0,4.71,1.0,9.0,20.0,1.0,2.0,79.0,1.0,8.0,20202.0,26202.57,53,Western,Entrepreneur,325,325,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40,Central,Freelancer,2330,2330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,others,married - registered,4.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,2618.44,74.0,2.55,1.0,9.0,15.0,1.0,3.0,59.0,1.0,9.0,104988.0,106553.44,50,Southern,Freelancer,2260,2260,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
