Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
0.0,Unknown,Female,bachelor's degree,married - registered,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,250.86,45.0,2.37,1.0,7.0,12.0,1.0,4.0,33.0,1.0,6.0,64798.8,65601.74,51,Central,Corporate Employee,2394,2394,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Male,master's degree,married - non registered,5.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,18169.25,59.0,3.47,1.0,18.0,37.0,1.0,9.0,22.0,1.0,9.0,62624.0,106813.03,37,Central,Entrepreneur,524,524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married - non registered,4.0,4.0,3.0,0.0,3.0,1.0,0.0,3.0,175833.96,62.0,2.58,1.0,5.0,7.0,1.0,2.0,55.0,1.0,5.0,72728.18,84428.0,40,Central,Corporate Employee,2281,2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,Male,high school,married,5.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,34968.24,6.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,34000.0,15000.0,60,Central,Professional,1429,1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,Male,less than high school,married,4.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,2135.59,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3000.0,899.0,57,Central,Entrepreneur,2582,2582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,72956.37,7.0,1.75,1.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,53500.0,69575.81,25,Central,Student,4016,4016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,Female,bachelor's degree,married,4.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,4369.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1000.0,0.0,42,Central,Entrepreneur,604,604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,others,married - registered,6.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,1286.04,11.0,1.38,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,46064.0,46346.66,48,Northeastern,Entrepreneur,3596,3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,Female,vocational certificate/ diploma,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40,Central,Corporate Employee,3123,3123,0.0,0.0,0.53125,0.46875,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,single,4.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,204.59,58.0,2.76,1.0,6.0,16.0,1.0,3.0,42.0,1.0,4.0,21980.85,25225.3,24,Southern,Student,3742,3742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,Unknown,Male,others,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,578.11,105.0,3.39,1.0,9.0,39.0,1.0,3.0,66.0,1.0,6.0,31074.0,31161.86,25,Central,Corporate Employee,61,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,208.57,195.0,7.22,1.0,23.0,62.0,1.0,6.0,133.0,1.0,22.0,299300.2,299835.0,43,Western,Corporate Employee,1970,1970,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26,Central,Student,667,667,0.0,0.0,0.5573770491803278,0.4426229508196721,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,others,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,826.52,38.0,2.92,1.0,10.0,8.0,1.0,2.0,30.0,1.0,8.0,15421.0,16219.0,27,Central,Corporate Employee,3457,3457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,29,Central,Corporate Employee,3267,3267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married - registered,5.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,6596.91,76.0,2.71,1.0,7.0,18.0,1.0,3.0,58.0,1.0,4.0,16825.0,10529.35,49,Northeastern,Corporate Employee,281,281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,vocational certificate/ diploma,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,1277979.44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,43,Eastern,Entrepreneur,360,360,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0
0.0,0.0,Female,less than high school,married,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,18.59,59.0,4.54,1.0,15.0,10.0,1.0,4.0,49.0,1.0,11.0,18700.0,34682.0,43,Central,Freelancer,900,900,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,high school,single,5.0,5.0,3.0,0.0,8.0,1.0,0.0,3.0,34816.99,411.0,13.26,2.0,56.0,202.0,1.0,47.0,209.0,2.0,15.0,177945.29,228737.38,36,Central,Corporate Employee,1995,1995,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.1111111111111111
0.0,0.0,Female,bachelor's degree,single,5.0,5.0,6.0,0.0,3.0,2.0,0.0,2.0,2954.96,51.0,2.04,1.0,10.0,16.0,1.0,4.0,35.0,1.0,6.0,15432.79,13345.03,31,Eastern,Student,3540,3540,0.0,0.0,0.65625,0.03125,0.0,0.0,0.0,0.0,0.3125,0.0
1.0,0.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Central,Homemaker,3255,3255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,single,3.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,6599.4,56.0,2.55,1.0,6.0,14.0,1.0,2.0,42.0,1.0,4.0,17941.7,12832.0,35,Western,Corporate Employee,761,761,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,high school,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Central,Entrepreneur,2159,2159,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,Female,high school,married,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,53782.64,55.0,2.04,1.0,7.0,21.0,1.0,6.0,34.0,1.0,4.0,46000.0,43415.64,47,Southern,Corporate Employee,4038,4038,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,3.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,26.05,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,15000.0,15050.0,49,Central,Corporate Employee,2174,2174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,38,Central,Freelancer,205,205,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,0.0,Female,high school,married - registered,5.0,5.0,1.0,1.0,3.0,1.0,0.0,1.0,2300.94,118.0,4.21,1.0,14.0,79.0,1.0,13.0,39.0,1.0,6.0,56332.19,60396.25,27,Central,Corporate Employee,2594,2594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,Female,high school,married,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,46395.62,28.0,1.75,1.0,4.0,3.0,1.0,1.0,25.0,1.0,3.0,369668.0,328470.0,65,Southern,Homemaker,3495,3495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,single,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,38358.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Central,Student,3473,3473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,high school,single,4.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,3506.81,9.0,1.5,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,24000.0,22499.41,55,Central,Unemployed,2232,2232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,single,4.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,115.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Central,Corporate Employee,2948,2948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,Unknown,others,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5500.0,5500.0,42,Central,Professional,797,797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married,5.0,5.0,1.0,0.0,5.0,0.0,0.0,1.0,1115.32,95.0,3.39,1.0,10.0,17.0,1.0,2.0,78.0,1.0,9.0,95590.0,95180.31,41,Northeastern,Professional,2181,2181,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,master's degree,married,5.0,5.0,5.0,0.0,2.0,0.0,0.0,3.0,79686.88,313.0,11.59,1.0,32.0,309.0,2.0,32.0,4.0,1.0,2.0,27495.0,25687.4,66,Central,Corporate Employee,2129,2129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,master's degree,married - registered,8.0,6.0,6.0,1.0,4.0,0.0,0.0,2.0,40930.43,108.0,3.86,1.0,10.0,23.0,1.0,3.0,85.0,1.0,7.0,85144.65,82331.3,38,Central,Corporate Employee,3178,3178,0.0,0.0,0.7058823529411765,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Northeastern,Corporate Employee,3503,3503,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,168.0,6.46,1.0,17.0,60.0,1.0,7.0,108.0,1.0,10.0,75871.13,83037.92,38,Central,Corporate Employee,249,249,0.2,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
0.0,0.0,Female,high school,single,5.0,5.0,1.0,0.0,5.0,2.0,0.0,1.0,52791.22,6.0,1.2,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,61700.0,19020.0,41,Central,Corporate Employee,2483,2483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,high school,single,3.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,290605.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Northeastern,Corporate Employee,1359,1359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,5.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,59536.5,114.0,3.68,1.0,8.0,12.0,1.0,3.0,102.0,1.0,7.0,113890.07,97760.41,33,Central,Corporate Employee,2846,2846,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.0,Unknown,Female,Unknown,single,4.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,3214.61,94.0,3.76,1.0,7.0,23.0,1.0,2.0,71.0,1.0,6.0,10730.6,9496.0,20,Northeastern,Corporate Employee,2854,2854,0.0,0.1666666666666666,0.5833333333333334,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,less than high school,single,6.0,6.0,4.0,0.0,6.0,1.0,0.0,1.0,1643.0,75.0,2.88,1.0,6.0,15.0,1.0,5.0,60.0,1.0,6.0,65165.0,87979.53,33,Northeastern,Student,764,764,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25
0.0,1.0,Female,high school,married,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,232.18,180.0,6.67,1.0,13.0,67.0,1.0,6.0,113.0,1.0,9.0,19314.02,19584.3,38,Central,Freelancer,2151,2151,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,bachelor's degree,married,6.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,5020.62,66.0,2.44,1.0,7.0,30.0,1.0,3.0,36.0,1.0,6.0,87595.0,86876.16,54,Northeastern,Corporate Employee,578,578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,single,6.0,6.0,4.0,1.0,4.0,1.0,0.0,3.0,90290.58,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,60000.0,42,Eastern,Entrepreneur,2901,2901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,bachelor's degree,single,8.0,8.0,5.0,3.0,6.0,0.0,1.0,2.0,68121.55,214.0,6.9,1.0,24.0,71.0,1.0,8.0,143.0,1.0,16.0,275332.17,208095.0,30,Central,Corporate Employee,3279,3279,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,single,6.0,6.0,3.0,5.0,2.0,1.0,0.0,1.0,169.48,121.0,4.48,1.0,14.0,29.0,1.0,6.0,92.0,1.0,11.0,333676.65,337337.0,45,Central,Corporate Employee,3375,3375,0.4285714285714285,0.0,0.3571428571428571,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,7.55,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,150.0,200.0,22,Central,Student,2815,2815,0.0,0.1428571428571428,0.0,0.7142857142857143,0.0,0.0,0.1428571428571428,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married - non registered,6.0,6.0,3.0,3.0,5.0,4.0,0.0,3.0,63744.78,97.0,3.23,1.0,9.0,3.0,1.0,1.0,94.0,1.0,8.0,127089.92,109166.06,34,Northern,Corporate Employee,4163,4163,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
0.0,0.0,Female,bachelor's degree,married,6.0,6.0,3.0,4.0,4.0,1.0,0.0,3.0,90528.66,34.0,2.13,1.0,5.0,13.0,1.0,3.0,21.0,1.0,4.0,103942.5,528760.47,36,Central,Corporate Employee,1849,1849,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,10591.32,89.0,3.56,1.0,9.0,3.0,1.0,1.0,86.0,1.0,9.0,53716.14,45448.28,43,Central,Corporate Employee,3038,3038,0.032258064516129,0.1935483870967742,0.4516129032258064,0.2903225806451613,0.0,0.0,0.032258064516129,0.0,0.0,0.0
0.0,0.0,Female,high school,married,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31,Northeastern,Entrepreneur,268,268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,24,Central,Corporate Employee,3378,3378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,700.0,64.0,2.78,1.0,7.0,15.0,1.0,3.0,49.0,1.0,6.0,14563.0,14566.21,30,Northeastern,Homemaker,771,771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32,Eastern,Student,674,674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married - registered,7.0,6.0,3.0,1.0,3.0,1.0,0.0,3.0,220.12,126.0,4.34,1.0,10.0,43.0,1.0,4.0,83.0,1.0,6.0,52120.0,63482.0,36,Northeastern,Corporate Employee,2202,2202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,Unknown,single,3.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,22.42,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0,229.0,22,Central,Student,3144,3144,0.0769230769230769,0.0,0.4615384615384615,0.3076923076923077,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0
0.0,0.0,Male,Unknown,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8038.56,53.0,2.41,1.0,5.0,10.0,1.0,2.0,43.0,1.0,4.0,55048.58,57564.0,26,Central,Corporate Employee,3420,3420,0.0,0.375,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.0
0.0,1.0,Male,bachelor's degree,single,8.0,6.0,9.0,1.0,2.0,1.0,0.0,1.0,48543.16,6.0,1.2,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,102900.0,59079.69,51,Central,Corporate Employee,2082,2082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,Female,vocational certificate/ diploma,married,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Southern,Freelancer,4032,4032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,bachelor's degree,married,8.0,6.0,7.0,4.0,4.0,2.0,0.0,4.0,385367.04,110.0,3.67,1.0,8.0,35.0,1.0,4.0,75.0,1.0,7.0,349409.39,365853.15,42,Southern,Corporate Employee,3955,3955,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,master's degree,single,5.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,5027.8,5.0,1.25,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5600.0,5698.25,61,Central,Corporate Employee,881,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,others,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,38,Central,Corporate Employee,449,449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,others,married - registered,6.0,6.0,3.0,2.0,2.0,1.0,0.0,2.0,23947.17,143.0,4.93,1.0,16.0,42.0,1.0,5.0,101.0,1.0,13.0,159482.99,171047.29,40,Central,Corporate Employee,1470,1470,0.0303030303030303,0.0303030303030303,0.3333333333333333,0.1515151515151515,0.1212121212121212,0.0,0.0303030303030303,0.0,0.0,0.303030303030303
0.0,Unknown,Female,bachelor's degree,single,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34,Central,Corporate Employee,2049,2049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate/ diploma,single,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,35,Central,Entrepreneur,3836,3836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,5.0,5.0,5.0,0.0,5.0,1.0,0.0,2.0,14529.94,51.0,2.32,1.0,6.0,14.0,1.0,2.0,37.0,1.0,6.0,45670.0,34131.0,32,Eastern,Corporate Employee,3150,3150,0.0298507462686567,0.0149253731343283,0.8955223880597015,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,49,Eastern,Corporate Employee,1169,1169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,17207.75,38.0,1.81,1.0,4.0,2.0,1.0,1.0,36.0,1.0,4.0,17044.0,22885.93,29,Northeastern,Student,83,83,0.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Female,others,others,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,125000.2,28.0,1.65,1.0,3.0,27.0,1.0,3.0,1.0,1.0,1.0,21195.0,195.0,24,Northeastern,Student,3530,3530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Male,high school,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,36483.02,186.0,6.0,1.0,16.0,13.0,1.0,2.0,173.0,1.0,14.0,582000.0,561414.62,41,Central,Unemployed,2725,2725,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.0
0.0,Unknown,Male,others,single,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.43,6.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,4066.87,18729.24,21,Central,Student,3095,3095,0.0,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,high school,single,4.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1673.94,271.0,8.74,3.0,15.0,69.0,1.0,5.0,202.0,3.0,12.0,503339.0,503015.53,34,Northeastern,Corporate Employee,1461,1461,0.125,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0
0.0,0.0,Female,bachelor's degree,married - registered,7.0,7.0,2.0,1.0,4.0,1.0,0.0,1.0,236.25,9.0,1.5,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,3500.0,3400.0,42,Central,Entrepreneur,518,518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Male,less than high school,single,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Northeastern,Corporate Employee,405,405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,Female,master's degree,married - registered,6.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,6250.19,38.0,2.11,1.0,7.0,9.0,1.0,2.0,29.0,1.0,6.0,13882.0,14192.5,55,Southern,Corporate Employee,3785,3785,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Unknown,Male,high school,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32,Central,Corporate Employee,2875,2875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,Female,vocational certificate/ diploma,single,4.0,4.0,1.0,0.0,5.0,1.0,0.0,1.0,5718.74,53.0,2.79,1.0,9.0,21.0,1.0,3.0,32.0,1.0,6.0,30105.0,29289.0,25,Eastern,Student,3354,3354,0.0,0.0,0.4705882352941176,0.4705882352941176,0.0,0.0,0.0588235294117647,0.0,0.0,0.0
0.0,0.0,Male,vocational certificate/ diploma,married - registered,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40,Southern,Corporate Employee,4167,4167,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,Female,master's degree,married - registered,8.0,6.0,7.0,4.0,3.0,1.0,0.0,2.0,183743.94,18.0,1.5,1.0,2.0,7.0,1.0,1.0,11.0,1.0,2.0,357741.71,704870.99,49,Central,Corporate Employee,3804,3804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
