epoch,step,min,max,mean,std
1,10000,-0.09536809474229813,0.09466157108545303,0.0027954853139817715,0.07228917628526688
2,20000,-0.17809103429317474,0.09597514569759369,-0.004676602780818939,0.08383860439062119
3,30000,-0.10860438644886017,0.09123474359512329,-0.0018945038318634033,0.06778869777917862
4,40000,-0.07315279543399811,0.07330793887376785,0.0021187711972743273,0.05464620888233185
5,50000,-0.10062107443809509,0.0690561980009079,0.001451239688321948,0.04951174184679985
6,60000,-0.0686521977186203,0.09610215574502945,0.0048302290961146355,0.051630616188049316
7,70000,-0.05737417936325073,0.06696999073028564,0.0008759846678003669,0.03868911415338516
8,80000,-0.07006038725376129,0.06685975193977356,-0.0019811138045042753,0.03776189312338829
9,90000,-0.1381441205739975,0.09223096072673798,6.221905641723424e-05,0.07847364991903305
10,100000,-0.14332149922847748,0.06978157162666321,-0.0030252996366471052,0.06608450412750244
11,110000,-0.0715663731098175,0.0397338941693306,-0.001879358314909041,0.035657256841659546
12,120000,-0.07002042979001999,0.07967843860387802,0.0012002999428659678,0.04707998409867287
13,130000,-0.0990208238363266,0.07658372819423676,-0.006880800239741802,0.047249726951122284
14,140000,-0.10911132395267487,0.06396287679672241,-0.00296224607154727,0.055943023413419724
15,150000,-0.10596226900815964,0.07811193913221359,-0.004313831217586994,0.058385785669088364
16,160000,-0.052251726388931274,0.05215693265199661,0.005908050574362278,0.037247274070978165
17,170000,-0.12194515764713287,0.0666205883026123,-0.0008121803402900696,0.0642896518111229
18,180000,-0.05772111192345619,0.04854561388492584,0.0028490093536674976,0.0319133996963501
19,190000,-0.08147411048412323,0.0796632245182991,0.007144661154597998,0.04205387830734253
20,200000,-0.06093091517686844,0.06637948006391525,0.0004462387296371162,0.0419110544025898
