epoch,step,min,max,mean,std
1,10000,-0.29153239727020264,0.21415960788726807,5.4983000154607e-05,0.029081562533974648
2,20000,-0.13480587303638458,0.09854578226804733,-3.340441980981268e-05,0.00791582465171814
3,30000,-0.2503993511199951,0.05141998827457428,-8.241625619120896e-05,0.006310473661869764
4,40000,-0.06649942696094513,0.05661647021770477,-1.011364201985998e-05,0.003204494481906295
5,50000,-0.22020608186721802,0.05368271842598915,-6.766156275261892e-06,0.005012150853872299
6,60000,-0.07986165583133698,0.051358629018068314,3.611836291383952e-05,0.004011943936347961
7,70000,-0.0816510021686554,0.04391404613852501,-2.2804490527050802e-06,0.002265993505716324
8,80000,-0.08537060767412186,0.0635184720158577,1.5057819382491289e-06,0.0031261229887604713
9,90000,-0.07354483008384705,0.04120302572846413,4.489158527576365e-06,0.002237211214378476
10,100000,-0.09199316799640656,0.06524772942066193,5.750598120357608e-06,0.0027560254093259573
11,110000,-0.17556707561016083,0.0647401437163353,-2.6232619347865693e-06,0.0042765457183122635
12,120000,-0.10706949979066849,0.05499649792909622,8.402725484302209e-07,0.0032914516050368547
13,130000,-0.19611138105392456,0.07804041355848312,4.636703124560881e-06,0.0046757906675338745
14,140000,-0.09489171952009201,0.06195170059800148,-2.0481964384089224e-05,0.002963395556434989
15,150000,-0.09938526153564453,0.05028529465198517,2.6171010176767595e-06,0.0030834481585770845
16,160000,-0.10497510433197021,0.05934182181954384,8.996897122415248e-06,0.0027581453323364258
17,170000,-0.3123302161693573,0.07376914471387863,8.358386367035564e-06,0.0057389941066503525
18,180000,-0.1709795445203781,0.0800623670220375,-1.0887798453040887e-05,0.004267834592610598
19,190000,-0.09630473703145981,0.06321705877780914,-6.342706456052838e-06,0.002907648915424943
20,200000,-0.08549267798662186,0.05850784480571747,4.818021352548385e-06,0.00306187616661191
