epoch,step,min,max,mean,std
1,10000,-0.0038859322667121887,0.004564051050692797,6.117188604548573e-05,0.001077912631444633
2,20000,-0.0024486961774528027,0.002502754796296358,2.9481421734089963e-05,0.0006077492726035416
3,30000,-0.0008121342398226261,0.0009821526473388076,-1.555686685605906e-05,0.00028286062297411263
4,40000,-0.000996453920379281,0.0012307133292779326,-5.499096914718393e-06,0.0003173314908053726
5,50000,-0.0010722136357799172,0.0012037585256621242,3.3043179428204894e-06,0.0004223124706186354
6,60000,-0.000996448565274477,0.0011210867669433355,1.0022437891166192e-05,0.0003500879101920873
7,70000,-0.00036396930227056146,0.0003228549030609429,1.1653850151560619e-06,8.833877654979005e-05
8,80000,-0.00020205466717015952,0.0002106827887473628,-2.799908997985767e-06,7.29620223864913e-05
9,90000,-0.00013423318159766495,0.00017689474043436348,-3.8038064076317823e-07,4.001976776635274e-05
10,100000,-0.00026439569774083793,0.00018662271031644195,1.6085402876342414e-06,6.33762392681092e-05
11,110000,-0.00042215161374770105,0.0006563205388374627,1.948291355802212e-06,0.00014693760022055358
12,120000,-0.0002773749583866447,0.00030478383996523917,-1.2202488051116234e-06,9.627560211811215e-05
13,130000,-0.0004982026293873787,0.0005324272206053138,9.045715160027612e-06,0.00016094130114652216
14,140000,-0.000451106607215479,0.0005175890983082354,4.209769031149335e-07,0.00014897195796947926
15,150000,-0.00012599083129316568,0.00021580052271019667,2.013918219745392e-06,4.3364838347770274e-05
16,160000,-0.0001538765209261328,0.0002288671676069498,3.1939619020704413e-06,5.1769027777481824e-05
17,170000,-0.00048437376972287893,0.0003713387413881719,-6.438608579628635e-07,0.00011295785952825099
18,180000,-0.0005843126564286649,0.000829581986181438,3.5260411550552817e-06,0.00018424562586005777
19,190000,-0.00024223043874371797,0.00022148278367239982,-4.18308081862051e-06,4.8023954150266945e-05
20,200000,-0.00010827469668583944,0.00015795165381859988,1.8523962808103533e-06,4.0671307942830026e-05
