epoch,step,min,max,mean,std
1,10000,-0.034110963344573975,0.005681978072971106,-0.0011717519955709577,0.008161432109773159
2,20000,-0.01402323879301548,0.01355968602001667,0.00031165528343990445,0.007622412871569395
3,30000,-0.011493505910038948,0.012638039886951447,0.0011145132593810558,0.006781411357223988
4,40000,-0.014672214165329933,0.017869137227535248,-0.0010619937675073743,0.008138466626405716
5,50000,-0.012859782204031944,0.013051016256213188,-0.0005033209454268217,0.00672144303098321
6,60000,-0.03203754872083664,0.013076817616820335,-0.0009356385562568903,0.009147240780293941
7,70000,-0.01837215945124626,0.01534815039485693,0.0002303551882505417,0.009405195713043213
8,80000,-0.013647645711898804,0.015015008859336376,-9.281465463573113e-05,0.0073335180059075356
9,90000,-0.01333132665604353,0.009480291046202183,-0.00028386947815306485,0.006518809124827385
10,100000,-0.009767595678567886,0.01938808523118496,0.0022041702177375555,0.006640459410846233
