epoch,step,min,max,mean,std
1,10000,-0.03587374836206436,0.005693873390555382,-0.0019672273192554712,0.008270873688161373
2,20000,-0.013206914067268372,0.014973520301282406,0.000406972219934687,0.0077487933449447155
3,30000,-0.015132504515349865,0.012407580390572548,0.0010139140067622066,0.007703270297497511
4,40000,-0.014729835093021393,0.016876939684152603,-0.0009376013767905533,0.008146646432578564
5,50000,-0.016299322247505188,0.012003574520349503,-0.0008740408811718225,0.007141303736716509
6,60000,-0.03045216016471386,0.013076817616820335,-0.000970377353951335,0.009231545962393284
7,70000,-0.013952519744634628,0.01589335687458515,0.0008344633388333023,0.008426575921475887
8,80000,-0.016020145267248154,0.015967052429914474,-0.0011303136125206947,0.007911846973001957
9,90000,-0.011436748318374157,0.012927427887916565,0.0006650703144259751,0.007013989612460136
10,100000,-0.01298101618885994,0.02131701074540615,0.0016846716171130538,0.008178049698472023
