cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,system_dpst
5,0.38187922000405555,0.6132327259798925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004888054016051911,0.0
6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.039718978405551456,0.041302409530944016,0.9189786120635044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0019874555226687468,0.0,0.9972895095828836,0.0007230348944475906,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.970873786407767,0.0,0.02912621359223301,0.0,0.0,0.0,0.0,0.0
30,0.0,0.6960352422907489,0.12444933920704845,0.0,0.0,0.0,0.17951541850220265,0.0,0.0,0.0,0.0
33,0.9759271307742355,0.0,0.024072869225764477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.45924581462001474,0.0,0.0,0.5407541853799852,0.0,0.0,0.0,0.0,0.0,0.0
49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,0.0,0.015525353705919964,0.8406151122186337,0.14385953407544633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.800919156047629,0.09387925631919783,0.007436808021725506,0.0,0.0,0.09776477961144767,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.5454704746263153,0.4545295253736847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
