cust_id,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services,system_dpst
277,0.0,400.0,0.0,1300.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
278,1681.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,1600.0,3124.1,0.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0
286,0.0,0.0,375.0,0.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,583.86,357.0,600.0,0.0,545.0,305.0,0.0,0.0,0.0,0.0
291,18720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.0,1390.79,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,17315.0,2376.0,0.0,0.0,0.0,0.0,0.0,0.0
294,25000.0,138.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,2219.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,97801.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,853.86,1758.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,46920.0,67702.23,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,2030.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,2354.0,400.0,0.0,0.0,0.0,0.0
312,0.0,1650.79,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0
317,0.0,75.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,22000.0,217.64,225.0,0.0,0.0,0.0,0.0,0.0,1153.26,0.0,0.0
322,0.0,0.0,2104.0,1904.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0
325,0.0,1977.43,0.0,6000.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,10390.02,5939.99,0.0,770.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,100.0,0.0,11012.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,150.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,7987.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,10498.0,1472.95,0.0,0.0,0.0,0.0,41822.9,0.0,0.0,0.0,0.0
338,0.0,0.0,476.0,6600.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0
346,15180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,465500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,15000.0,854.9300000000001,4702.54,2134.54,0.0,0.0,393.0,244.0,0.0,0.0,0.0
349,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,24758.0,1096.72,3619.84,1834.84,18166.33,0.0,2400.0,990.0,419.0,35923.0,0.0
354,0.0,2455.6499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,140986.12,0.0,6045.91,0.0,0.0,0.0,15698.0,0.0,0.0,0.0,0.0
359,440.0,704.34,683.93,50.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
360,0.0,0.0,2907.0,2907.0,0.0,0.0,2525.0,0.0,0.0,0.0,0.0
365,239894.63,1083.21,22152.0,2147.0,0.0,0.0,0.0,49792.0,0.0,0.0,0.0
368,38686.0,3828.15,3438.0,3438.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0
370,0.0,1707.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0
374,8998.0,0.0,0.0,250.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,746.86,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0.0,321.0,1331.7,431.7,0.0,0.0,150.0,0.0,0.0,0.0,0.0
378,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,1700.0,5902.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
381,3357.49,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,3203.58,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,7050.0,0.0,315.0,1980.75,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
388,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,134.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2804.57,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,7500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,13600.0,0.0,2244.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,1309.75,1213.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0.0,582.6600000000001,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,853.86,208.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,0.0,1680.36,0.0,0.0,6056.0,0.0,0.0,0.0,0.0,0.0,0.0
410,0.0,68.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,408.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,71.17,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
421,8792.0,0.0,4912.52,5112.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,4923.5,4472.98,670.04,335.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,149681.72999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,928.51,9323.91,8546.91,0.0,0.0,0.0,0.0,4700.0,0.0,0.0
432,0.0,0.0,1109.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0
434,6198.0,2819.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,18900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.0,1512.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,975.19,97.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0.0,428.0,98.0,324.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,0.0,230.0,230.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0
449,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,0.0,642.0,0.0,4900.0,2000.0,3695.0,0.0,0.0,0.0,0.0,0.0
453,0.0,373.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,0.0,483.11,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0
457,1500.0,1485.1599999999999,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,654842.69,9955.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0.0,8377.74,139.0,0.0,0.0,16607.0,0.0,0.0,5699.81,0.0,0.0
464,0.0,1680.16,0.0,400.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
467,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,429.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,0.0,0.0,2576.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,97.58,219.13,719.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0
487,980.0,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,26110.0,3463.03,975.88,25245.6,0.0,0.0,404.0,420.0,257.0,0.0,0.0
489,0.0,0.0,0.0,0.0,105216.0,0.0,0.0,0.0,0.0,0.0,0.0
491,0.0,3056.05,4190.0,3943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,5000.0,1500.0,1190.0,0.0,0.0,0.0,0.0,0.0
499,0.0,1764.43,1930.5,853.0,640.0,0.0,1000.0,0.0,0.0,0.0,0.0
500,0.0,53.5,1939.06,959.53,0.0,200.0,0.0,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,48566.02,0.0,3870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,5860.95,1803.61,6268.22,4668.22,0.0,0.0,42.0,0.0,0.0,0.0,0.0
508,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,4000.0,0.0,1462.0,189.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0
512,4208.0,0.0,1294.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0
517,700.0,0.0,1653.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0,3744.0,0.0,0.0,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0
523,5584.87,0.0,3039.46,778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,0.0,3126.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,207.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,0.0,438.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,9709.0,0.0,1475.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,0.0,0.0,15081.35,2543.0,0.0,0.0,0.0,0.0,3329.0,0.0,0.0
537,0.0,75.76,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,0.0,1468.0500000000002,0.0,0.0,0.0,0.0,808.5,0.0,0.0,0.0,0.0
544,0.0,0.0,12671.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,0.0,1175.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0,0.0,0.0,41000.0,0.0,0.0,0.0,0.0
551,3547.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,0.0,0.0,1406.76,699.6800000000001,740.0,0.0,0.0,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,8400.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,48628.26,3261.16,109.14,0.0,24642.0,0.0,0.0,0.0,0.0,0.0,0.0
560,0.0,19.31,2015.55,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,0.0,0.0,145.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,3300.0,0.0,2732.0,444.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
574,20190.64,0.0,500.0,974.0,0.0,0.0,250.0,1140.0,0.0,0.0,0.0
575,0.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,0.0,0.0,127.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,4301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,3064.0,319.93,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,26632.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,3871.31,0.0,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,0.0,0.0,3404.25,1604.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.0,7809.93,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,0.0,648.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,2235.0,3164.47,13681.06,13681.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0
610,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,0.0,2274.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1081.0,20035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,600.0,0.0,5324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,0.0,0.0,421.78,0.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0
625,0.0,33019.9,1000.0,0.0,0.0,0.0,4110.0,0.0,0.0,5525.0,0.0
629,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0
630,62356.23,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,0.0,0.0,1309.5,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0
635,6667.97,2784.14,227.0,0.0,7840.0,0.0,0.0,0.0,0.0,0.0,0.0
636,13500.0,571.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,0.0,519.07,3324.82,0.0,0.0,0.0,0.0,1174.07,0.0,0.0,0.0
641,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,6432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,908.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,5945.83,4437.86,3710.15,3510.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,0.0,0.0,223.0,223.0,0.0,155.0,79.0,0.0,50.0,0.0,0.0
661,12710.0,378.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,100640.54000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
