1,10000,0.0044369607448577885
2,20000,0.00422029857635498
3,30000,0.004383157968521118
4,40000,0.00449126706123352
5,50000,0.004587279057502746
6,60000,0.005060906267166138
7,70000,0.00532546079158783
8,80000,0.005352593469619751
9,90000,0.0053268041610717775
10,100000,0.005357743573188782
11,110000,0.005326571273803711
12,120000,0.005333552074432373
13,130000,0.005391820168495178
14,140000,0.005382149028778076
15,150000,0.005571471095085144
16,160000,0.005586905884742737
17,170000,0.0060406077146530155
18,180000,0.0054617082595825196
19,190000,0.005335897779464722
20,200000,0.007331063103675842
