epoch,step,min,max,mean,std
1,10000,-0.12789887189865112,0.09460452198982239,-0.0007835911819711328,0.011072320863604546
2,20000,-0.18668915331363678,0.14497855305671692,-0.0012292067985981703,0.016509849578142166
3,30000,-0.14725585281848907,0.12621858716011047,-0.00016969628632068634,0.010898522101342678
4,40000,-0.1260850876569748,0.17523202300071716,-0.00045113140367902815,0.009662000462412834
5,50000,-0.08914162218570709,0.11928394436836243,0.0003558487806003541,0.008301892317831516
6,60000,-0.09682196378707886,0.22349809110164642,0.0005742058274336159,0.0110246567055583
7,70000,-0.1002698615193367,0.13582353293895721,-0.00023175947717390954,0.009219802916049957
8,80000,-0.1621076762676239,0.15070988237857819,0.00034863874316215515,0.012495038099586964
9,90000,-0.13246716558933258,0.1830931305885315,0.00040729204192757607,0.012161703780293465
10,100000,-0.17709320783615112,0.2065529227256775,0.00017440333613194525,0.012467959895730019
11,110000,-0.12696972489356995,0.12695640325546265,-0.0006496888236142695,0.00949979480355978
12,120000,-0.11389873176813126,0.14744038879871368,0.0003115760046057403,0.00941310916095972
13,130000,-0.16521836817264557,0.19952280819416046,0.0002755649038590491,0.010105067864060402
14,140000,-0.07478213310241699,0.06587114185094833,-0.00033490691566839814,0.005585951264947653
15,150000,-0.13493335247039795,0.16590887308120728,0.0007908105035312474,0.011437622830271721
16,160000,-0.2374168336391449,0.2053927630186081,0.00018047708726953715,0.013908080756664276
17,170000,-0.13028250634670258,0.15033340454101562,-0.0005538687109947205,0.010177805088460445
18,180000,-0.14247269928455353,0.13169819116592407,-0.0003667660930659622,0.008504937402904034
19,190000,-0.17192640900611877,0.21524980664253235,0.00013816333375871181,0.013164200820028782
20,200000,-0.2052256166934967,0.1710302084684372,0.00044785626232624054,0.010242609307169914
