1,10000,0.031678387956437654
2,20000,0.028947732785646805
3,30000,0.027889783350285142
4,40000,0.027192460799845868
5,50000,0.027098520504264163
6,60000,0.027034399131312968
7,70000,0.02674639024732169
8,80000,0.02686802360508591
9,90000,0.026797535652318037
10,100000,0.026753260130854325
11,110000,0.026976993437949567
12,120000,0.02666112515926361
13,130000,0.026751497658179142
14,140000,0.026686188257392496
15,150000,0.026560430678795093
16,160000,0.02674471312307287
17,170000,0.026704608714696952
18,180000,0.026597956466232427
19,190000,0.026730254139262253
20,200000,0.026682035305514
