1,10000,0.0021119919061660768
2,20000,0.0021032196283340453
3,30000,0.002087997317314148
4,40000,0.002471132755279541
5,50000,0.0022627867698669433
6,60000,0.002605002021789551
7,70000,0.002309639286994934
8,80000,0.0024283965826034544
9,90000,0.0023870449781417846
10,100000,0.0020796982526779173
11,110000,0.002093946409225464
12,120000,0.00210146050453186
13,130000,0.0020835399150848388
14,140000,0.0020915339946746825
15,150000,0.0023466997385025025
16,160000,0.0024261651277542114
17,170000,0.002450366735458374
18,180000,0.002424761176109314
19,190000,0.002253753161430359
20,200000,0.0034380958795547484
