1,10000,2.308086090397835
2,20000,2.305764383482933
3,30000,2.304602398324013
4,40000,2.3042021092891694
5,50000,2.3039687673568725
6,60000,2.303861046743393
7,70000,2.303854868245125
8,80000,2.3037806670188905
9,90000,2.30375520298481
10,100000,2.303880029821396
11,110000,2.3038775730133056
12,120000,2.3038657554626463
13,130000,2.303899513864517
14,140000,2.303803808188438
15,150000,2.303857804942131
16,160000,2.303856363081932
17,170000,2.303902553129196
18,180000,2.303865867614746
19,190000,2.3038885751485823
20,200000,2.3039498826265334
