epoch,step,min,max,mean,std
1,10000,-0.09543217718601227,0.09584333002567291,-0.003775849472731352,0.05570764094591141
2,20000,-0.04785628616809845,0.08453495800495148,0.004295289516448975,0.04556978493928909
3,30000,-0.13373103737831116,0.11241040378808975,-0.011420020833611488,0.07688063383102417
4,40000,-0.08783489465713501,0.06680967658758163,-0.0028071983251720667,0.05031171068549156
5,50000,-0.09556040912866592,0.06753292679786682,0.0014111811760812998,0.054203420877456665
6,60000,-0.11194933205842972,0.09600839018821716,0.0037640526425093412,0.060263291001319885
7,70000,-0.12932558357715607,0.09454391151666641,-0.004765605088323355,0.05743391811847687
8,80000,-0.02971256524324417,0.09916442632675171,0.007078840397298336,0.03922153264284134
9,90000,-0.05296538025140762,0.10439378768205643,0.0030789398588240147,0.052042823284864426
10,100000,-0.05193888396024704,0.07752012461423874,0.004057841841131449,0.048841580748558044
11,110000,-0.10977618396282196,0.1051870584487915,0.00521475076675415,0.05973799154162407
12,120000,-0.08253303170204163,0.09651511162519455,-0.004877883940935135,0.05463741719722748
13,130000,-0.09607619047164917,0.06661764532327652,-0.0014866217970848083,0.05563157796859741
14,140000,-0.12926770746707916,0.06717982143163681,-0.004705525003373623,0.06340523809194565
15,150000,-0.06985907256603241,0.040449850261211395,-0.005688538774847984,0.03427237272262573
16,160000,-0.05037491023540497,0.06642241030931473,0.0037437081336975098,0.035209815949201584
17,170000,-0.1468517780303955,0.10558614134788513,0.004904997535049915,0.07581968605518341
18,180000,-0.07355062663555145,0.06730850040912628,0.002407898660749197,0.039572328329086304
19,190000,-0.15877196192741394,0.07116898149251938,-0.009665695950388908,0.0655129998922348
20,200000,-0.11089645326137543,0.06815062463283539,-4.433263165992685e-05,0.051091890782117844
