epoch,step,min,max,mean,std
1,10000,-0.1505201905965805,0.1159067153930664,-0.00010259450937155634,0.01319540198892355
2,20000,-0.08070410788059235,0.13917239010334015,6.736139766871929e-05,0.0077899242751300335
3,30000,-0.11695368587970734,0.18200664222240448,-0.0001589449675520882,0.009117962792515755
4,40000,-0.07454156875610352,0.05674400180578232,-8.091711060842499e-05,0.0031233227346092463
5,50000,-0.0741821676492691,0.08500649780035019,-6.295522325672209e-07,0.003456585109233856
6,60000,-0.03266526758670807,0.025600314140319824,1.7027698049787432e-05,0.0010728476336225867
7,70000,-0.06843234598636627,0.0019473051652312279,-7.188376184785739e-05,0.0016152715543285012
8,80000,-0.0015518682776018977,0.026804253458976746,5.787258123746142e-05,0.0008853639592416584
9,90000,-0.022594770416617393,0.035961542278528214,5.56079248781316e-06,0.0010454398579895496
10,100000,-0.0009615375893190503,0.02887839823961258,5.351329309633002e-05,0.0009084619232453406
11,110000,-0.00016503260121680796,0.04185168072581291,7.484091474907473e-05,0.0012800301192328334
12,120000,-0.045712221413850784,0.008852921426296234,-4.4776326831197366e-05,0.001149278599768877
13,130000,-0.03315919637680054,0.016724931076169014,-1.3908943401474971e-05,0.0008615073747932911
14,140000,-0.04883293807506561,0.011474015191197395,-3.7736834201496094e-05,0.0012316525680944324
15,150000,-0.03138945624232292,0.008562968112528324,-2.4412063794443384e-05,0.0007977717905305326
16,160000,-0.00511323194950819,0.02169717103242874,2.4444116206723265e-05,0.0005176069098524749
17,170000,-0.020630711689591408,0.042955607175827026,1.453284130548127e-05,0.0010928335832431912
18,180000,-0.015440918505191803,0.007128908298909664,-1.2303166840865742e-05,0.00039429424214176834
19,190000,-0.09444410353899002,0.07052946835756302,-2.798289824568201e-05,0.0026262218598276377
20,200000,-0.02738274075090885,0.01667998544871807,-9.865598258329555e-06,0.0007431224221363664
