1,10000,2.3397161050081254
2,20000,2.3347610919713975
3,30000,2.332272796225548
4,40000,2.331810613298416
5,50000,2.3308556306362154
6,60000,2.3308043490171433
7,70000,2.3307792818546296
8,80000,2.33052897400856
9,90000,2.330315123605728
10,100000,2.3306097053050996
11,110000,2.33069241065979
12,120000,2.3305134973287585
13,130000,2.330542461156845
14,140000,2.330668042564392
15,150000,2.3305245388269427
16,160000,2.3307005876302718
17,170000,2.3306709569215776
18,180000,2.3305835683107374
19,190000,2.330636694574356
20,200000,2.3309040134191514
