epoch,step,min,max,mean,std
1,10000,-0.2866690158843994,0.12038473784923553,-0.00010357653081882745,0.017079995945096016
2,20000,-0.2563948333263397,0.13286414742469788,-6.902175664436072e-05,0.013676085509359837
3,30000,-0.23366090655326843,0.13487572968006134,-0.0001524018734926358,0.013702386990189552
4,40000,-0.20893548429012299,0.09378188103437424,0.00014711596304550767,0.011744027025997639
5,50000,-0.17957225441932678,0.11147721856832504,0.0002714951697271317,0.01278459932655096
6,60000,-0.28239408135414124,0.11766637116670609,0.00039183787885122,0.014652526937425137
7,70000,-0.38125675916671753,0.12545575201511383,0.0002446001162752509,0.01466108113527298
8,80000,-0.2880377173423767,0.14093966782093048,-0.00012256571790203452,0.016528543084859848
9,90000,-0.28173285722732544,0.14244727790355682,1.3595997188531328e-05,0.016501517966389656
10,100000,-0.3908091187477112,0.11134594678878784,7.648755126865581e-05,0.01713579334318638
11,110000,-0.36241623759269714,0.13781465590000153,-0.0004692816874012351,0.019216228276491165
12,120000,-0.309386670589447,0.1813715100288391,0.0005847105639986694,0.017614539712667465
13,130000,-0.43164122104644775,0.12932726740837097,0.000739463372156024,0.016536381095647812
14,140000,-0.20328018069267273,0.15843893587589264,0.0002404118567937985,0.012830001302063465
15,150000,-0.24296237528324127,0.16609342396259308,0.0004713170346803963,0.013219857588410378
16,160000,-0.3143507242202759,0.1540812849998474,0.00012199610500829294,0.017623411491513252
17,170000,-0.49231743812561035,0.1914198100566864,-2.915382538049016e-05,0.023624414578080177
18,180000,-0.2654814124107361,0.14100855588912964,0.00033135872217826545,0.014965744689106941
19,190000,-0.2821788489818573,0.15017256140708923,8.470770808344241e-06,0.01691928692162037
20,200000,-0.3058418333530426,0.15252262353897095,9.385927842231467e-05,0.018025141209363937
