1,10000,0.15965753486862025
2,20000,0.1490066141229467
3,30000,0.15612019620605114
4,40000,0.15271482478277057
5,50000,0.15051731682920486
6,60000,0.16571465305521155
7,70000,0.1646358055954097
8,80000,0.15974480642163136
9,90000,0.16203615131540478
10,100000,0.16652679685438018
11,110000,0.16371073631529987
12,120000,0.1698675400075121
13,130000,0.17227478958431314
14,140000,0.17545170676287933
15,150000,0.18379085997496658
16,160000,0.1769843258718127
17,170000,0.17482149626968924
18,180000,0.1866563807905374
19,190000,0.18480297163087808
20,200000,0.17775985321802154
