epoch,step,min,max,mean,std
1,10000,-0.0036761905066668987,0.0033836010843515396,0.00013614530325867236,0.0007015287992544472
2,20000,-0.0110621377825737,0.009667129255831242,-0.0002120857243426144,0.0017673114780336618
3,30000,-0.0061299754306674,0.02071399614214897,0.0003056487184949219,0.002452379558235407
4,40000,-0.011208302341401577,0.007359715644270182,-0.0001223262952407822,0.0024287502747029066
5,50000,-0.017577039077878,0.013710188679397106,-6.404065061360598e-06,0.003502669045701623
6,60000,-0.01021319068968296,0.018472466617822647,-0.0004641498380806297,0.002796921180561185
7,70000,-0.024506930261850357,0.013311656191945076,-0.00023451916058547795,0.004739582072943449
8,80000,-0.0406368263065815,0.06462705135345459,-0.0003182706714142114,0.009747310541570187
9,90000,-0.03136110678315163,0.03639724850654602,0.0006296053761616349,0.007121840957552195
10,100000,-0.03911089152097702,0.026364875957369804,-0.0001635358639759943,0.0077429162338376045
11,110000,-0.04191203787922859,0.03566112741827965,0.00010208896128460765,0.008337480016052723
12,120000,-0.04898461699485779,0.04122920334339142,0.0004008078249171376,0.010174823924899101
13,130000,-0.03648734837770462,0.032833077013492584,-0.0017130229389294982,0.009508059360086918
14,140000,-0.03911387920379639,0.03621407970786095,-1.4470366295427084e-05,0.008693414740264416
15,150000,-0.04165539890527725,0.043975263833999634,6.410042988136411e-05,0.009605214931070805
16,160000,-0.05267251282930374,0.09817659109830856,-0.0011125351302325726,0.013356076553463936
17,170000,-0.04738045111298561,0.046259183436632156,0.00022727501345798373,0.012555762194097042
18,180000,-0.06397410482168198,0.08813899010419846,3.756769001483917e-05,0.013683541677892208
19,190000,-0.09242035448551178,0.052974581718444824,0.0013562547974288464,0.014931184239685535
20,200000,-0.10410695523023605,0.0753156915307045,0.0002909081522375345,0.017421070486307144
