epoch,step,min,max,mean,std
1,10000,-0.0038877821061760187,0.012138144113123417,0.00014020202797837555,0.0011777731124311686
2,20000,-0.01460491493344307,0.007829954847693443,-0.00026965743745677173,0.0017862493405118585
3,30000,-0.010595904663205147,0.017222244292497635,0.00012636135215871036,0.001969726290553808
4,40000,-0.011669183149933815,0.014053642749786377,-0.00013448830577544868,0.0021707757841795683
5,50000,-0.025617897510528564,0.026427416130900383,-0.00021319799998309463,0.003294512862339616
6,60000,-0.0268887709826231,0.013484442606568336,-0.00024432266945950687,0.002842361107468605
7,70000,-0.021967831999063492,0.024160875007510185,-0.00040946557419374585,0.003544930135831237
8,80000,-0.031105034053325653,0.054141975939273834,0.0004789010272361338,0.006025371607393026
9,90000,-0.021249214187264442,0.0406530499458313,-0.00013743495219387114,0.005312710534781218
10,100000,-0.03568735718727112,0.06576354801654816,-9.581667109159753e-05,0.00689990958198905
11,110000,-0.030765410512685776,0.05781830474734306,-0.00036185653880238533,0.006186721846461296
12,120000,-0.04777347669005394,0.07679301500320435,0.0002116481919074431,0.007244226988404989
13,130000,-0.030278321355581284,0.04211397096514702,2.539224806241691e-05,0.006886786315590143
14,140000,-0.024393241852521896,0.03887733817100525,-0.00022892582637723535,0.005659123416990042
15,150000,-0.018415093421936035,0.02887776307761669,0.00011961872223764658,0.004632165655493736
16,160000,-0.05897628515958786,0.041983313858509064,1.0058400221168995e-05,0.007951818406581879
17,170000,-0.03844628483057022,0.05712179094552994,5.4666539654135704e-05,0.0077129234559834
18,180000,-0.04957658797502518,0.041815340518951416,0.00012774748029187322,0.006761543918401003
19,190000,-0.03934234380722046,0.043526846915483475,-0.0002760591742116958,0.006321136374026537
20,200000,-0.05801669508218765,0.08142589032649994,0.0004156437935307622,0.008642701432108879
