epoch,step,min,max,mean,std
1,10000,-0.13545437157154083,0.18602152168750763,0.0004878364852629602,0.008821392431855202
2,20000,-0.4251555800437927,0.3876717686653137,-0.000573913857806474,0.017728395760059357
3,30000,-0.1703786849975586,0.6125257611274719,0.0008019782253541052,0.021389994770288467
4,40000,-0.36322933435440063,0.2810722589492798,-0.0007023791549727321,0.02196853794157505
5,50000,-0.4731224477291107,0.5621970295906067,1.5744173651910387e-05,0.030773455277085304
6,60000,-0.42818453907966614,0.6995922923088074,-0.0012733435723930597,0.028085675090551376
7,70000,-0.7673380374908447,0.4816693663597107,-0.0012757390504702926,0.0469067208468914
8,80000,-1.5382258892059326,1.773146390914917,-0.0006266605923883617,0.08342201262712479
9,90000,-1.161097526550293,1.1201127767562866,0.0015394407091662288,0.062262896448373795
10,100000,-1.209806203842163,0.9598433971405029,-0.0009764218702912331,0.06226048246026039
11,110000,-1.027860164642334,1.4394447803497314,0.00048510325723327696,0.0760449469089508
12,120000,-1.7395381927490234,1.7523179054260254,0.0014143462758511305,0.10693160444498062
13,130000,-1.16530442237854,1.093927264213562,-0.004971439950168133,0.0836164578795433
14,140000,-1.8715424537658691,1.4668549299240112,-0.0004925155662931502,0.09013722836971283
15,150000,-1.604480266571045,1.7652411460876465,-0.00031815789407119155,0.09854712337255478
16,160000,-2.0296735763549805,2.6510605812072754,-0.0035382320638746023,0.1271110326051712
17,170000,-1.806248664855957,1.7332476377487183,0.0005431788740679622,0.11778560280799866
18,180000,-1.8973573446273804,2.7721645832061768,-0.0003266978601459414,0.11947784572839737
19,190000,-6.021217346191406,2.9915990829467773,0.004045119043439627,0.19190822541713715
20,200000,-3.98339581489563,2.4183316230773926,0.000776394153945148,0.16088208556175232
