epoch,step,min,max,mean,std
1,10000,-0.011514848098158836,0.007698828354477882,-0.00014911196194589138,0.0025522673968225718
2,20000,-0.00795550923794508,0.01857542246580124,0.00028979615308344364,0.003251774702221155
3,30000,-0.006716793403029442,0.009252706542611122,9.397251415066421e-05,0.0017488576704636216
4,40000,-0.01310085877776146,0.00983263086527586,7.63845382607542e-05,0.0022394289262592793
5,50000,-0.005624976009130478,0.013768083415925503,8.948896720539778e-05,0.0016121127409860492
6,60000,-0.01286440808326006,0.025791212916374207,0.0003036046982742846,0.003994622267782688
7,70000,-0.018553603440523148,0.01199885830283165,-2.081849379464984e-05,0.003439015243202448
8,80000,-0.012042821384966373,0.04029116779565811,0.000662918493617326,0.004683822859078646
9,90000,-0.01698278822004795,0.012499329634010792,-0.0002840572560671717,0.0035947379656136036
10,100000,-0.013676089234650135,0.03273368626832962,0.00018106988864019513,0.004209842067211866
