epoch,step,min,max,mean,std
1,10000,-0.4061421751976013,0.20958389341831207,0.0021428950130939484,0.032886307686567307
2,20000,-0.37286821007728577,0.29935166239738464,-0.0012083036126568913,0.024234464392066002
3,30000,-0.1977371871471405,0.1603604108095169,6.334157660603523e-06,0.013931028544902802
4,40000,-0.29074764251708984,0.12344042956829071,-0.0007130139856599271,0.01596144028007984
5,50000,-0.23054081201553345,0.2133650928735733,6.137711898190901e-05,0.01613100804388523
6,60000,-0.23314659297466278,0.2984864413738251,-0.0003383596194908023,0.017473062500357628
7,70000,-0.24982821941375732,0.1673826277256012,0.0003061919705942273,0.016541600227355957
8,80000,-0.19979828596115112,0.12898777425289154,0.00010403886699350551,0.014505009166896343
9,90000,-0.3831862807273865,0.1464502364397049,-0.00025534172891639173,0.021959036588668823
10,100000,-0.17330098152160645,0.09750340133905411,-0.00012269722355995327,0.014713591895997524
