epoch,step,min,max,mean,std
1,10000,-0.546609103679657,0.4133341312408447,-0.0031586620025336742,0.06776874512434006
2,20000,-0.25039300322532654,0.2792608141899109,0.0002758821356110275,0.0300481878221035
3,30000,-0.19202381372451782,0.1642749160528183,0.0001960040972335264,0.01239458005875349
4,40000,-0.1951761245727539,0.13851746916770935,0.00018955374252982438,0.013801414519548416
5,50000,-0.07035116851329803,0.08769635856151581,0.000129291060147807,0.004461334552615881
6,60000,-0.23093180358409882,0.13704463839530945,9.685552504379302e-05,0.008053632453083992
7,70000,-0.13894128799438477,0.1453874111175537,-1.9023591448785737e-05,0.00880337692797184
8,80000,-0.20022368431091309,0.16977530717849731,2.717309325817041e-05,0.010331083089113235
9,90000,-0.11467817425727844,0.16501843929290771,0.00011863735562656075,0.007370754610747099
10,100000,-0.1982412487268448,0.11676201969385147,-6.712792674079537e-05,0.006988975685089827
11,110000,-0.2714079022407532,0.2112163007259369,3.253216709708795e-05,0.01039136666804552
12,120000,-0.4848327040672302,0.16737715899944305,7.944482058519498e-05,0.015457691624760628
13,130000,-0.16396118700504303,0.1068936139345169,7.102436211425811e-05,0.006735668983310461
14,140000,-0.2061230093240738,0.11765720695257187,2.8603861210285686e-05,0.008691355586051941
15,150000,-0.11845511198043823,0.2121548056602478,0.00015791684563737363,0.008601087145507336
16,160000,-0.11163674294948578,0.1324070543050766,-3.334234861540608e-05,0.0070760902017354965
17,170000,-0.23298564553260803,0.13140499591827393,6.274179031606764e-05,0.010369392111897469
18,180000,-0.09070199728012085,0.11912409216165543,7.006628584349528e-05,0.006001445930451155
19,190000,-0.17370522022247314,0.22261904180049896,9.1619323939085e-05,0.008799887262284756
20,200000,-0.15276286005973816,0.14574649930000305,-0.00013216232764534652,0.007977201603353024
